,Symbol,Exchange,Volume,Volume %,+2% Depth,-2% Depth
1254,TRAC/BTC,Bittrex,7819.78154621,2.2157600655332555e-05,243.96837282,3349.39285713
1255,TPAY/BTC,TOPBTC,1860446.7928557,0.005271635381754405,0.0,0.0
1256,TPAY/BTC,BitForex,29775.97119568,8.437116497177968e-05,0.00780896,12.84859934
1257,TPAY/BTC,Liquid,73.84532916,2.0924309766452434e-07,206.1240889,623.71841443
1258,TOWER/BTC,KuCoin,7830.88267468,2.2189056057252448e-05,257.30780855,1096.7434597
1259,TOTO/BTC,Hotbit,37.70409923,1.0683576886010058e-07,0.0,0.0
1260,TOTO/BTC,Mercatox,0.0,0.0,0.0,0.0
1261,TOSC/BTC,BitForex,0.0,0.0,0.05471831,109.91000283
1262,TOS/BTC,Huobi Global,27242.61196516,7.719281071537866e-05,590.42809521,68.35942399
1263,TORO/BTC,Folgory,2.4465923,6.932497388764746e-09,0.0,0.0
1264,TORN/BTC,Binance,853269.37869901,0.0024177660249089334,3881.37737533,20247.14332461
1265,TOR/BTC,ProBit Global,47.00403934,1.331874460595439e-07,27.62444508,1310.72697075
1266,TOPC/BTC,Huobi Global,11238.44694421,3.184449820041818e-05,2366.97820804,668.64912079
1267,TOP/BTC,Huobi Global,5397.09819553,1.529285003775196e-05,320.66813134,2135.38167625
1268,TOP/BTC,Hotbit,41.00273646,1.161825627592955e-07,175.02385791,686.63958798
1269,TOP/BTC,Huobi Korea,10.20102717,2.8904936150883513e-08,296.19793119,2437.53066741
1270,TONS/BTC,CoinTiger,0.0,0.0,367.48366889,45.21380018
1271,TONE/BTC,KuCoin,126811.05087504,0.00035932316105863994,3329.8417342,3585.5632272
1272,TONCOIN/BTC,EXMO,121455.70788599,0.0003441486257314713,575.20570207,4840.76063054
1273,TON/BTC,Coineal,119929.02883192,0.0003398227318929997,1735.2677707,345.06369042
1274,TON/BTC,Upbit,36106.09019976,0.0001023077592569635,5587.71782813,2175.59498412
1275,TON/BTC,HitBTC,4059.30562057,1.1502172067981897e-05,74354.24299377,42557.21555157
1276,TON/BTC,Changelly PRO,4059.30562057,1.1502172067981897e-05,75166.92466027,63477.32805678
1277,TON/BTC,Hotcoin Global,37.84950522,1.0724778137480759e-07,0.71812761,104.82317854
1278,TOMO/BTC,Pionex,2448710.89886036,0.0069385005062712005,21172.92744633,53095.42791337
1279,TOMO/BTC,Binance,1438228.30486594,0.004075265816838661,20276.94349678,72489.57026683
1280,TOMO/BTC,Hotbit,199307.01444695,0.0005647427882512254,3315.29460126,26697.48192922
1281,TOMO/BTC,KuCoin,35461.46551489,0.00010048119463293743,7438.22873036,17633.6787002
1282,TOMO/BTC,CoinDCX,211.63602371,5.996774295979468e-07,682191.79382061,2832584.75954856
1283,TOKO/BTC,KuCoin,36405.14366497,0.00010315513679782692,1044.8049713,6.05647514
1284,TOKC/BTC,YoBit,0.0,0.0,0.0,0.0
1285,TOC/BTC,Mercatox,0.0,0.0,0.62483071,0.99972913
1286,TOA/BTC,Crex24,0.0,0.0,0.0,0.0
1287,TNT/BTC,Folgory,49993.83622472,0.00014165913098075384,0.0,0.0
1288,TNS/BTC,YoBit,0.0,0.0,16.74278782,35.23107775
1289,TNC/BTC,Coinsuper,1346568.67070575,0.0038155453172398304,108.56337818,64.88660611
1290,TNC/BTC,CoinBene,10904.5608031,3.089842116036953e-05,36.15856797,28.70251003
1291,TNC/BTC,ExMarkets,3871.72602857,1.0970659305628498e-05,10.60278618,7.32739163
1292,TNC/BTC,CoinTiger,2914.20683393,8.257498099107115e-06,1992.35463714,2347.80584576
1293,TNC/BTC,Bittrex,1135.22489263,3.216695974976385e-06,1479.05727446,544.84926322
1294,TNB/BTC,Huobi Global,11983.19872423,3.3954776145078824e-05,1522.71915975,5445.68732517
1295,TNB/BTC,CoinDCX,1249.80238867,3.541354967857423e-06,1386.32603571,5401.35315292
1296,TNB/BTC,Hotbit,79.06219536,2.2402525458909042e-07,45.60706236,128.57829657
1297,TMT/BTC,BitMart,31034.02064767,8.793588825683933e-05,7.61581047,13.87338722
1298,TMN/BTC,ProBit Global,3459.14550319,9.801599215456532e-06,41.94042699,284.45184384
1299,TMCN/BTC,BitForex,71006868.79170135,0.20120022959396652,679.22786152,8707.2332806
1300,TMCN/BTC,BiKi,6.5632692,1.8597232808572188e-08,158.01348332,166.06756863
1301,TMCN/BTC,BitMart,0.0,0.0,1265.64197798,767.05574423
1302,TLX/BTC,VinDAX,206649.63811921,0.0005855483468376007,7618.01114538,152.36022291
1303,TLW/BTC,ProBit Global,31.43096379,8.906063932292041e-08,5.72115691,207.87307677
1304,TLOS/BTC,KuCoin,85771.40307103,0.00024303600882770866,2156.42368426,4341.03222915
1305,TLOS/BTC,Gate.io,61033.67984353,0.0001729408803183004,3409.77564468,4104.34096417
1306,TLM/BTC,Binance,1349685.97227091,0.003824378290743616,125319.59507061,98083.67141292
1307,TLM/BTC,KuCoin,61933.90902183,0.00017549170843455603,32499.24156413,44848.2028979
1308,TLM/BTC,HitBTC,0.0,0.0,310864.13490832,60450.62838908
1309,TLB/BTC,IndoEx,115670.95286095,0.0003277573376914764,12.92683585,21.16196372
1310,TKY/BTC,KuCoin,8536.92651646,2.41896538231709e-05,198.56314823,837.98481618
1311,TKY/BTC,HitBTC,0.0,0.0,43.02806731,1.37675874
1312,TKX/BTC,Tokenize Xchange,3811175.77947396,0.01079908824176659,197414.57513047,55798.94623874
1313,TKO/BTC,Binance,487600.40850055,0.0013816313239809865,38996.51527964,42182.64802087
1314,TKN/BTC,HitBTC,0.0,0.0,662.84541349,25.20440462
1315,TIX/BTC,Crex24,2.7349781,7.749647759693664e-09,0.01655498,48.54744992
1316,TITAN/BTC,Huobi Global,1564.78075967,4.433856237674578e-06,1181.41190734,354.83021327
1317,TIT/BTC,YoBit,0.0,0.0,1.44071286,1.31469834
1318,TIOx/BTC,Mercatox,0.0,0.0,8.5695301,35.6209943
1319,TIME/BTC,TimeX,192749.74673061,0.0005461625608381994,1197.38634565,671.65430871
1320,TIME/BTC,KuCoin,190416.93491163,0.000539552464074812,1030.04217087,424.48674357
1321,TIME/BTC,HitBTC,59.95749112,1.6989146521318058e-07,95.25948788,0.64802373
1322,TIE/BTC,YoBit,0.0,0.0,26.5558503,20.40559414
1323,THX/BTC,Crex24,128.7347021,3.647738882165441e-07,31.76696858,0.01125738
1324,THS/BTC,Hotbit,15592.69615488,4.41824023469328e-05,128.3601417,20.07672282
1325,THRT/BTC,Liquid,0.0,0.0,709.42734311,45.75303982
1326,THR/BTC,Crex24,1361.29080283,3.857260948613482e-06,7.65076754,13.56117412
1327,THETA/BTC,Binance,9283457.52148366,0.02630497325868062,256940.16163847,334242.14417132
1328,THETA/BTC,OKEx,4838043.91242322,0.013708751878931016,139142.86752293,198630.16426458
1329,THETA/BTC,Hotbit,4140480.59280162,0.01173218394328648,40712.23148588,17150.53472561
1330,THETA/BTC,DigiFinex,613666.15907063,0.0017388426528320367,232318.2443326,237764.35336971
1331,THETA/BTC,Huobi Global,572766.22301558,0.0016229513783020386,62519.41943863,62842.25380969
1332,THC/BTC,Bittrex,223.45655434,6.331712805048956e-07,533.54567805,332.62387279
1333,THC/BTC,Graviex,0.0,0.0,3.01432731,149.88591241
1334,TGN/BTC,ExMarkets,0.0,0.0,0.0,0.0
1335,TFUEL/BTC,Binance,3736220.88819389,0.010586701164412413,183464.56334718,138109.47840372
1336,TFUEL/BTC,Hotbit,328715.92461001,0.0009314270665383373,52417.83618128,59295.64054401
1337,TFUEL/BTC,CoinDCX,2567.65864176,7.27554273314783e-06,177864.23933645,140393.92953449
1338,TFUEL/BTC,Bithumb,418.01217726,1.1844508491777792e-06,1.73180566,2141.77033868
1339,TFT/BTC,Liquid,1918.83804494,5.437088858658225e-06,462.77907985,231.57470796
1340,TFT/BTC,BTC-Alpha,437.19341678,1.2388015037129349e-06,183.14525382,2.3617063
1341,TFT/BTC,Stellarterm,0.0,0.0,0.0,0.0
1342,TFC/BTC,Bittrex,154.89349935,4.38895675336062e-07,2123.87342476,157.9567216
1343,TFC/BTC,LATOKEN,0.10884772,3.084234895503416e-10,4.04497733,14.70589214
1344,TESLF/BTC,ProBit Global,1582.15836006,4.483096223154248e-06,438.80016777,31688.86856469
1345,TERN/BTC,VinDAX,0.0,0.0,32.12737958,80.31844895
1346,TERA/BTC,Hotbit,88987.92565889,0.0002521501282669149,1.91200268,2.6989872
1347,TERA/BTC,ViteX,12.51031916,3.5448388727992636e-08,54.63257133,184.86213662
1348,TERA/BTC,BigONE,0.0,0.0,40.4689626,972.16356757
1349,TENT/BTC,Mercatox,129376.59484521,0.00036659271180232726,0.0,0.0
1350,TENT/BTC,STEX,465.6879184,1.319541583731499e-06,87.4929287,189.98945756
1351,TENT/BTC,HitBTC,0.41429018,1.1739044511179396e-09,176.71780788,1.88646192
1352,TEM/BTC,Liquid,96560.51952094,0.00027360731472778847,12053.25069192,6759.05262747
1353,TELOS/BTC,Graviex,1260.48703898,3.5716302656150177e-06,585.81071276,18.60165051
1354,TELOS/BTC,Birake Network,198.2870147,5.618525864050609e-07,33.72935648,251.3435076
1355,TELOS/BTC,Crex24,151.78246176,4.3008045100586845e-07,65.07402596,177.60117457
1356,TELOS/BTC,SouthXchange,0.02868725,8.128623870672751e-11,5.55527812,42.91462689
1357,TEL/BTC,KuCoin,493744.07045459,0.0013990395862622973,53526.53068794,24710.63991381
1358,TEL/BTC,HitBTC,1454.84628807,4.1223534027714216e-06,15783.15652616,26929.20361894
1359,TEAT/BTC,ProBit Global,21003.04217625,5.951279052213521e-05,142.23794233,338.53738018
1360,TDX/BTC,Tidex,0.0,0.0,2422.61401601,253.42414515
1361,TDS/BTC,YoBit,0.0,0.0,0.87931939,4.6131884
1362,TDP/BTC,Crex24,0.0,0.0,0.00804689,1.33137272
1363,TDP/BTC,Mercatox,0.0,0.0,3.2187528,6.43750559
1364,TCT/BTC,Binance,326893.98541017,0.000926264543650736,49708.63331037,56561.15353614
1365,TCP/BTC,Crex24,0.57531588,1.6301759127644161e-09,0.52284404,0.0074663
1366,TCH/BTC,Mercatox,0.0,0.0,34.55127715,114.78201337
1367,TCC/BTC,Mercatox,27.5703437,7.812144904878371e-08,89.52239225,74.47872435
1368,TBX/BTC,YoBit,0.0,0.0,7.43608807,84.28310938
1369,TBTC/XBT,Kraken,9439.44969693,2.6746982067810565e-05,47814.82501458,353740.12229755
1370,TBTC/BTC,Hotbit,269098.34534867,0.0007624987524282524,39829.35731235,69955.66450213
1371,TAVITT/BTC,CoinTiger,0.0,0.0,4653.44342361,1501.63166331
1372,TAT/BTC,Bidesk,244.82796049,6.937278421065593e-07,4.9984877,73.33349103
1373,TARA/BTC,Gate.io,6763.54126016,1.916471008466013e-05,16.89034323,737.8101616
1374,TAN/BTC,CoinTiger,0.0,0.0,144.67475551,162.4520554
1375,TAKO/BTC,Coinsbit,0.0,0.0,0.0,0.0
1376,TAJ/BTC,YoBit,0.0,0.0,68.42142997,480.08422415
1377,TAG/BTC,YoBit,0.0,0.0,96.64685223,106.93491075
1378,SZCB/BTC,BankCEX,364.63651898,1.0332092174397496e-06,233.07938201,280044.87748122
1379,SYS/BTC,AEX,1211591.15612669,0.003433082220563982,695.31597918,1227.56859081
1380,SYS/BTC,Binance,636841.93114476,0.001804511942883556,25980.1858658,29970.3579527
1381,SYS/BTC,Bittrex,58201.89379186,0.00016491692413698537,38071.71134176,36998.40223946
1382,SYS/BTC,CoinEx,4325.66207376,1.2256901581444483e-05,5704.47520392,7974.76296663
1383,SYS/BTC,StakeCube,563.41431008,1.5964524344420977e-06,3.39318065,77.41796644
1384,SYL/BTC,ProBit Global,1901.82476803,5.388881195390052e-06,963.07183072,1963.16634899
1385,SXUT/BTC,Crex24,0.0,0.0,39.57026922,2.97664857
1386,SXP/BTC,Binance,5889439.39371884,0.016687914540662985,118843.70149135,234152.36045132
1387,SXP/BTC,P2PB2B,3957510.05392872,0.011213731080111337,192047.72440181,178910.81581213
1388,SXP/BTC,Pionex,3315362.22293159,0.009394184700606854,97768.50266196,204486.09081004
1389,SXP/BTC,VCC Exchange,835106.3615997,0.002366300536109244,0.0,0.0
1390,SXP/BTC,Coinsbit,175836.0132417,0.0004982369570315777,506567.71314512,658513.96362919
1391,SXDT/BTC,Crex24,0.0,0.0,0.00116482,24.00762195
1392,SXC/BTC,VinDAX,371256.13756917,0.0010519661180414719,36.46945651,36.46945651
1393,SXC/BTC,FreiExchange,0.01709361,4.8435289643298134e-11,70.55759421,4.18715224
1394,SWYFTT/BTC,Hotbit,32.552382,9.223821362189056e-08,199.45277471,0.19630301
1395,SWT/BTC,HitBTC,7972.42818937,2.259012979192405e-05,62.25735464,0.84628221
1396,SWT/BTC,YoBit,0.0,0.0,19.52958927,20.72527841
1397,SWRV/BTC,Pionex,44771.00526981,0.00012686007273272727,420.76630499,1947.28055201
1398,SWRV/BTC,Huobi Global,18419.92184082,5.219343658636356e-05,238.17998137,2034.99001685
1399,SWRV/BTC,CoinEx,7427.69497191,2.1046610829808922e-05,369.3488363,438.96883983
1400,SWRV/BTC,HitBTC,0.0,0.0,68.33000808,7.58938146
1401,SWM/BTC,Hotbit,22.62367263,6.410489865096996e-08,1.78219317,0.15309589
1402,SWM/BTC,HitBTC,0.00431752,1.2233830755512298e-11,23.40124739,0.07050929
1403,SWM/BTC,Txbit,0.0,0.0,63.68227631,0.05943654
1404,SWINGBY/BTC,KuCoin,76434.70823183,0.00021658018592969361,885.27063578,10415.32713066
1405,SWINGBY/BTC,Poloniex,2508.14750348,7.106916022956468e-06,35.23418291,2627.15452111
1406,SWINGBY/BTC,ProBit Global,12.87218097,3.647373571895582e-08,24.73562,80.82141124
1407,SWING/BTC,YoBit,0.0,0.0,50.4794249,1.23922771
1408,SWIFT/BTC,Crex24,0.00275703,7.812132522343862e-12,23.1473436,0.0004778
1409,SWFTC/BTC,OKEx,226076.81833753,0.0006405958821930277,1306.34883648,1370.83859537
1410,SWFTC/BTC,Huobi Global,34496.44453811,9.774677688723024e-05,8399.98778281,2722.55023301
1411,SWFTC/BTC,HitBTC,2962.51867804,8.394391251733724e-06,214.80496038,138.85893694
1412,SWFTC/BTC,Poloniex,819.68451462,2.322602240354492e-06,14874.34951253,38875.94599032
1413,SWC/BTC,ProBit Global,282.3051996,7.999207955741995e-07,1246.21867362,94.92642941
1414,SWAP/BTC,Poloniex,816.69533795,2.314132312831491e-06,1608.03785676,265.88998757
1415,SWAP/BTC,ProBit Global,400.55825826,1.134994612480226e-06,430.55771414,91.08614384
1416,SWACE/BTC,ProBit Global,11.80680978,3.345497244043974e-08,1916.33558099,6.90701502
1417,SWACE/BTC,CoinTiger,0.0,0.0,7053.21942808,105.13981354
1418,SVX/BTC,ExMarkets,0.0,0.0,0.0,0.0
1419,SVR/BTC,Crex24,1.28466774,3.64014705391671e-09,10.16268801,16.38031258
1420,SVR/BTC,STEX,0.0,0.0,1.75769547,36.38126019
1421,SUTER/BTC,KuCoin,9411.05529236,2.6666525615978746e-05,13356.65795549,19790.12051194
1422,SUSHI/BTC,Hotbit,3950191.03881014,0.011192992417115511,43571.89383214,13586.82297419
1423,SUSHI/BTC,Binance,3425234.65674761,0.009705511749468565,305222.83081257,417383.27919697
1424,SUSHI/BTC,Hanbitco,1602652.66012342,0.004541167476658241,5986.88657567,5825.84709485
1425,SUSHI/BTC,VCC Exchange,980359.91315464,0.0027778811116156033,0.0,0.0
1426,SUSHI/BTC,Coinbase Exchange,396959.43987037,0.0011247972456820275,143048.97359718,200387.43917251
1427,SUSD/BTC,KuCoin,263.60085731,7.469214445650481e-07,1520.00451012,99.14530968
1428,SURE/BTC,STEX,17.44210224,4.942275353084686e-08,16.88052023,20.09515448
1429,SURE/BTC,VinDAX,0.0,0.0,123.18158752,83.64229315
1430,SUR/BTC,HitBTC,1.4038819,3.977944182152495e-09,6.82752226,5.56443065
1431,SUPER/BTC,Binance,803447.43123389,0.0022765939462160026,50653.23616823,55124.70565783
1432,SUPER/BTC,HitBTC,62.15956692,1.761311172930805e-07,181294.9728131,81308.33473113
1433,SUPER/BTC,Crex24,0.0,0.0,18.57869687,100.80640135
1434,SUN/BTC,Upbit,192633.83006248,0.0005458341072584487,80673.85011613,35023.73749439
1435,SUN/BTC,LATOKEN,755.82379748,2.1416508596043384e-06,0.22725175,0.00014857
1436,SUMO/BTC,TradeOgre,982.38924374,2.7836312846149827e-06,0.0,0.0
1437,SUKU/BTC,KuCoin,69003.32371181,0.0001955231206475273,31425.86850192,32002.74478159
1438,SUKU/BTC,Bittrex,7108.65553483,2.0142602399605785e-05,66949.54388753,67971.16386506
1439,SUB/BTC,HitBTC,1345.61451625,3.812841690128373e-06,18.89531186,178.83325913
1440,STX/BTC,Binance,31239689.15973234,0.08851865655167264,68521.02572093,158647.73002365
1441,STX/BTC,OKEx,16150815.85606435,0.04576385233804029,44964.11805649,78347.38172425
1442,STX/BTC,KuCoin,2250213.70676562,0.006376052375508295,12739.51421763,33860.35906264
1443,STX/BTC,Upbit,1002449.4425077,0.002840472498239002,3790.19875364,6073.38878013
1444,STX/BTC,Okcoin,901057.08980338,0.0025531740299313023,24350.49531899,25654.85506959
1445,STU/BTC,YoBit,0.0,0.0,1.70761917,0.54763103
1446,STS/BTC,VinDAX,0.0,0.0,262.82353644,0.01532946
1447,STS/BTC,STEX,0.0,0.0,4.20812924,4.2922479
1448,STRK/BTC,Bittrex,71346.23932059,0.00020216184682187338,7822.06958995,6139.34925037
1449,STRK/BTC,Upbit,25299.00394439,7.16855353394322e-05,1699.56047322,8144.19029078
1450,STRK/BTC,KuCoin,21370.26559293,6.0553329796793825e-05,151.43774202,744.59906822
1451,STREAM/BTC,Finexbox,20.10760307,5.6975535227954824e-08,606.42476279,182.15034316
1452,STREAM/BTC,STEX,19.87049811,5.6303690754291124e-08,125.44878011,110.39355992
1453,STREAM/BTC,Birake Network,0.0,0.0,2.00692099,749.28189152
1454,STRAX/BTC,Binance,2118194.41211779,0.006001971489447856,24182.7976783,38187.36019734
1455,STRAX/BTC,Bittrex,130423.36969482,0.0003695587817566657,3315.21390912,8395.91925033
1456,STRAX/BTC,Upbit,40855.18892305,0.00011576448210293744,2271.92279954,3848.81200416
1457,STRAX/BTC,Gate.io,2080.44833667,5.89501677963457e-06,5038.85554631,7020.05503315
1458,STRAX/BTC,StakeCube,11.33416829,3.211572768958898e-08,61.06733533,1035.54619411
1459,STR/BTC,Poloniex,34298.3721684,9.718553250425683e-05,47200.26955276,85032.83450971
1460,STR/BTC,Crex24,0.0,0.0,9.93690328,7.56185933
1461,STPT/BTC,Binance,7987537.0817432,0.022632941320810306,173849.72696655,209836.6496484
1462,STPT/BTC,Huobi Global,643540.01434382,0.0018234911754623606,9486.42047892,9768.05613855
1463,STPT/BTC,Bittrex,31963.93547526,9.057083160806352e-05,4769.54493833,3325.26587126
1464,STPT/BTC,VCC Exchange,29301.32842964,8.302624954137948e-05,0.0,0.0
1465,STPT/BTC,CoinDCX,23554.96796449,6.674375371256755e-05,162612.00246013,276275.35533992
1466,STP/BTC,Finexbox,141.98445751,4.0231749316518903e-07,59839.35826421,17973.80369504
1467,STP/BTC,VinDAX,0.0,0.0,89.32399686,72.62113566
1468,STORJ/XBT,Kraken,199075.30165648,0.0005640862226620684,36229.19271545,96369.38884548
1469,STORJ/BTC,CoinBene,4370459.65643539,0.012383836962104398,12552.08516652,11950.73561683
1470,STORJ/BTC,Binance,1233622.52403795,0.003495508804885254,74087.1588749,84436.94344869
1471,STORJ/BTC,HitBTC,864341.3962667,0.002449138940157775,171801.42260783,29554.54828024
1472,STORJ/BTC,Coinbase Exchange,838308.30339217,0.0023753733403992254,73845.77794763,139455.91769454
1473,STORJ/BTC,VCC Exchange,334551.12969717,0.0009479613064399521,0.0,0.0
1474,STMX/BTC,Binance,1525827.11721862,0.004323479848205409,330534.17967319,446613.712573
1475,STMX/BTC,Bittrex,555511.87760812,0.0015740606397502735,27680.09736879,17066.93953728
1476,STMX/BTC,VCC Exchange,34320.34793796,9.724780154887485e-05,0.0,0.0
1477,STMX/BTC,HitBTC,1726.87223823,4.89314761689547e-06,9.60420133,97.41404203
1478,STMX/BTC,WazirX,398.61809469,1.1294970970654995e-06,16409.12097374,10715.64752516
1479,STM/BTC,Mercatox,0.0,0.0,6.09933246,59.79737705
1480,STK/BTC,Huobi Global,4268.15567313,1.2093955359385038e-05,1979.71134383,619.47938204
1481,STEEP/BTC,Crex24,0.00992532,2.8123711082821e-11,0.0,0.0
1482,STEEP/BTC,Mercatox,0.0,0.0,0.0,0.0
1483,STEEM/BTC,Binance,614653.33944373,0.0017416398599346486,65506.21395108,45143.07936723
1484,STEEM/BTC,HitBTC,182686.12986437,0.000517646981169802,53.19196189,1623.54383419
1485,STEEM/BTC,VCC Exchange,162174.76921176,0.00045952738594168366,0.0,0.0
1486,STEEM/BTC,Bittrex,123565.97598153,0.00035012813774985076,14158.99620285,32073.66873283
1487,STEEM/BTC,Huobi Global,122330.66410483,0.0003466278421102655,21599.81640821,16820.1932235
1488,STCCOIN/BTC,Bittrex,61.23042492,1.7349836377350485e-07,10.79022008,590.46826804
1489,STC/BTC,KuCoin,320806.93081449,0.0009090166801265109,911.50549701,2323.63800041
1490,STC/BTC,HitBTC,67834.35608864,0.00019221081356833944,740.21345022,2121.52243369
1491,STC/BTC,Changelly PRO,67834.35608864,0.00019221081356833944,1444.58242775,1734.98371723
1492,STC/BTC,Bittrex,651.27051872,1.8453958064062664e-06,896.50098494,528.46634822
1493,STBU/BTC,ProBit Global,14214.51423085,4.027727986715521e-05,247.62330783,40.48743954
1494,START/BTC,YoBit,0.0,0.0,12.25700729,86.5868542
1495,STARS/BTC,ProBit Global,106.37905024,3.0142843497385067e-07,6.8858889,116.64820547
1496,STAKE/BTC,Huobi Global,59407.83995133,0.00016833401107930785,547066.04809751,1125121.40384588
1497,STAK/BTC,SouthXchange,0.37198769,1.0540389952088176e-09,11.05281813,20.32397296
1498,STA/BTC,Finexbox,4887.09375949,1.3847736186496179e-05,171773.03500146,51595.05216593
1499,ST/BTC,Cat.Ex,0.0,0.0,2.40672472,24.46581302
1500,SSX/BTC,Upbit,16848.37505727,4.774040860402175e-05,4060.10637147,4197.38741789
1501,SSX/BTC,Bithumb Singapore,109.28994524,3.0967654888578786e-07,0.0,0.0
1502,SSX/BTC,Bithumb,0.0,0.0,47.51785928,622.75123791
1503,SSX/BTC,Liquid,0.0,0.0,286.23548245,240.28486542
1504,SST/BTC,VinDAX,9636.72785077,2.730597601476124e-05,9.42292472,9.42292472
1505,SSS/BTC,Crex24,24.39644573,6.912810782506176e-08,19.11890346,11.03013662
1506,SSP/BTC,Huobi Global,97586.24266777,0.0002765137340102307,59.16446227,229.72739887
1507,SS/BTC,Hotbit,84395.97361312,0.00023913868554855376,18.2809302,25.40939292
1508,SRN/BTC,Bittrex,37687.42192906,0.00010678851319546935,5768.55560884,39547.98835723
1509,SRN/BTC,Huobi Global,16665.00414693,4.7220821275512846e-05,5.60395029,819.96575872
1510,SRN/BTC,BitBay,826.00497624,2.340511470133576e-06,34.84183099,5.65722815
1511,SRN/BTC,Huobi Korea,537.21268441,1.5222092916272257e-06,5.08867879,744.57162357
1512,SRN/BTC,HitBTC,0.11897155,3.37109685055534e-10,3660.20119309,675.72004135
1513,SRM/BTC,Pionex,18410747.25368453,0.0521674401008193,162675.57420869,167803.3743318
1514,SRM/BTC,Binance,1702501.56083859,0.00482409252448045,197776.1429908,207699.99010785
1515,SRM/BTC,OKEx,1569000.68960618,0.004445813543868723,99133.33262141,100458.69025717
1516,SRM/BTC,VCC Exchange,374208.00328696,0.001060330323790245,0.0,0.0
1517,SRM/BTC,Upbit,81836.70104531,0.00023188690502366606,13336.92170471,13577.28520869
1518,SRK/BTC,KuCoin,15159.03763429,4.295361708442471e-05,385.84177238,1455.07117347
1519,SRK/BTC,Crex24,0.0,0.0,3.87969584,3.87969584
1520,SQR/BTC,Crex24,0.0,0.0,0.00271293,0.00022608
1521,SPY/BTC,Bittrex,0.0,0.0,96394.4728797,68085.45034935
1522,SPRKL/BTC,CoinTiger,0.0,0.0,14.74217491,165.34644115
1523,SPR/BTC,YoBit,0.0,0.0,5.37507329,0.19634177
1524,SPP/BTC,ProBit Global,83.96216656,2.3790947941438004e-07,59.9924572,374.91063249
1525,SPK/BTC,SouthXchange,0.91931525,2.604909109734634e-09,1.15116841,0.95063683
1526,SPK/BTC,STEX,0.55526672,1.5733659778410838e-09,104.28814295,32.16498442
1527,SPIZ/BTC,VinDAX,8258.28620853,2.3400117615144196e-05,6.77761973,10.5373441
1528,SPIZ/BTC,ExMarkets,89.86332966,2.546306134510665e-07,2.52896259,52.68672047
1529,SPIZ/BTC,Finexbox,9.99038974,2.8308088268442644e-08,347.30820587,104.32012801
1530,SPIKE/BTC,Tidex,0.0,0.0,1607.55514601,760.52221322
1531,SPI/BTC,Bittrex,3542.19971146,1.0036935966069905e-05,249.61335224,222.69647453
1532,SPI/BTC,HitBTC,145.50490569,4.1229279547245594e-07,832.57556394,313.83941646
1533,SPHTX/BTC,Hotbit,0.0,0.0,0.0,0.0
1534,SPHR/BTC,Bittrex,773.78706065,2.192550339268244e-06,3412.71883556,454.32802831
1535,SPH/BTC,LATOKEN,9988.17669591,2.8301817537362876e-05,0.05472391,0.05969881
1536,SPDR/BTC,Liquid,25357.38764193,7.185096741029357e-05,9.5e-07,10.0888043
1537,SPDR/BTC,Hotbit,56.21460641,1.5928588189694008e-07,0.0270217,1.8411601
1538,SPD/BTC,Graviex,2.78653464,7.895734861710517e-09,174.22519918,69.57504855
1539,SPD/BTC,YoBit,0.0,0.0,0.0,0.0
1540,SPC/BTC,Bittrex,344.52011769,9.762087521745443e-07,2042.39627098,254.36780925
1541,SPC/BTC,HitBTC,0.89559504,2.537697137439147e-09,21.51189474,623.53318062
1542,SPACE/BTC,P2PB2B,5801.3108069,1.643819937643348e-05,170.79143452,72.76754496
1543,SOV/BTC,AscendEX (Bitmax),146628.95312566,0.0004154778197662709,8691.25802811,250.79868197
1544,SOV/BTC,Gate.io,78537.47564579,0.00022253844452735914,3879.57094483,10098.35705767
1545,SOUL/BTC,KuCoin,95600.00998339,0.0002708856802891658,1456.28941616,11654.58389478
1546,SOUL/BTC,Hotbit,89356.44602544,0.00025319434249043487,162.09297885,93.1215977
1547,SOUL/BTC,Mercatox,0.0,0.0,611.26338587,416.88372227
1548,SORA/BTC,Finexbox,6.39687115,1.812573862169007e-08,1271.79093536,382.00477539
1549,SONO/BTC,Crex24,2.97119409,8.418973308482271e-09,7.1793175,51.32600454
1550,SONG/BTC,YoBit,0.0,0.0,0.0,0.0
1551,SOLVE/BTC,Upbit,320474.77952108,0.0009080755188328048,9714.64711059,13992.49231651
1552,SOLVE/BTC,KuCoin,174157.41341638,0.0004934805908377447,3822.60570088,4388.38914536
1553,SOLVE/BTC,Bittrex,54114.65044173,0.0001533355896203917,1404.66990674,8983.42403086
1554,SOLVE/BTC,HitBTC,1091.42233815,3.092580038474081e-06,3235.37330114,5457.35085473
1555,SOLO/BTC,HitBTC,0.0,0.0,114.47425109,2397.68671107
1556,SOLD/BTC,ExMarkets,0.0,0.0,0.0,0.0
1557,SOL/BTC,Binance,51555219.74945926,0.1460833610447965,811223.44337611,1033884.63475184
1558,SOL/BTC,OKEx,40109093.39529787,0.11365039660617908,463906.24469943,479011.50787453
1559,SOL/BTC,Coinbase Exchange,12273487.49395329,0.034777318641470406,791893.38128228,783155.58250621
1560,SOL/BTC,Bitglobal,10527599.75376688,0.02983028999271733,763.90444585,1527.8088917
1561,SOL/BTC,Pionex,5771728.40763951,0.016354376703719788,437258.90480261,434356.06790839
